#Column heading	Definition
#Mass %	Mass of solute divided by total mass of solution, expressed as percent
#Molality, moles of solute per kg of water
#Molarity, moles of solute per liter of solution
#Density of solution, in g cm-3
#Index of refraction, relative to air, at a wavelength of 589 nm (sodium D line); the index of pure water at 20 ¡C is 1.3330
#Freezing point depression relative to pure water, in ¡C
#Absolute (dynamic) viscosity, in mPa s (equal to centipoise, cP); the viscosity of pure water at 20 ¡C is 1.002 mPa s
#Density data for aqueous solutions over a wider range of temperatures and pressures (and for additional compounds not in this table) may be found in Ref. 2.														
#														
Row	SubHeader	Solute	Synonym	Formula	CAS_Reg_No	Mol_wt	Mass_prct	Mass_fraction	Molality_m	Molarity_c	Density	Refractive_index_n	T_freeze_supression	Viscosity_dynamic
1074	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	11	0.11	2.203	2.15	1.0966	1.3539		1.264
1075	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	12	0.12	2.431	2.365	1.1059	1.3558		1.294
1076	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	13	0.13	2.663	2.584	1.1153	1.3576		1.327
1077	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	14	0.14	2.902	2.806	1.1246	1.3595		1.361
1078	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	15	0.15	3.145	3.032	1.1341	1.3614		1.397
1079	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	16	0.16	3.395	3.261	1.1435	1.3632		1.436
1080	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	17	0.17	3.651	3.494	1.1531	1.3651		1.477
1081	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	18	0.18	3.913	3.73	1.1626	1.367		1.521
1082	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	19	0.19	4.181	3.97	1.1722	1.3688		1.568
1083	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	20	0.2	4.456	4.213	1.1818	1.3707		1.619
1084	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	22	0.22	5.027	4.711	1.2014	1.3744		1.732
1085	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	24	0.24	5.629	5.223	1.221	1.3781		1.861
1086	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	26	0.26	6.262	5.75	1.2408	1.3818		2.006
1087	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	28	0.28	6.931	6.293	1.2609	1.3854		2.17
1088	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	30	0.3	7.639	6.851	1.2813	1.3889		2.357
1089	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	32	0.32	8.388	7.426	1.302	1.3923		2.57
1090	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	34	0.34	9.182	8.017	1.323	1.3957		2.82
1091	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	36	0.36	10.026	8.626	1.3444	1.3993		3.111
1092	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	38	0.38	10.924	9.253	1.3661	1.403		3.46
1093	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	40	0.4	11.882	9.896	1.3881	1.4068		3.879
1094	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	42	0.42	12.907	10.558	1.4104	1.4106		4.389
1095	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	44	0.44	14.004	11.239	1.4331	1.4143		5.013
1096	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	46	0.46	15.183	11.938	1.456	1.4179		5.781
1097	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	48	0.48	16.453	12.654	1.4791	1.4214		6.726
1098	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	50	0.5	17.824	13.389	1.5024	1.4247		7.892
1099	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	0.5	0.005	0.03	0.03	1.0019	1.3337	0.11	0.999
1100	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	1	0.01	0.061	0.061	1.0056	1.3343	0.22	0.997
1101	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	2	0.02	0.123	0.122	1.0131	1.3357	0.43	0.991
1102	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	3	0.03	0.186	0.184	1.0206	1.337	0.64	0.986
1103	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	4	0.04	0.251	0.248	1.0282	1.3384	0.86	0.981
1104	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	5	0.05	0.317	0.312	1.036	1.3397	1.08	0.976
1105	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	6	0.06	0.385	0.377	1.0438	1.3411	1.3	0.969
1106	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	7	0.07	0.453	0.443	1.0517	1.3425	1.53	0.963
1107	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	8	0.08	0.524	0.511	1.0598	1.344	1.77	0.957
1108	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	9	0.09	0.596	0.579	1.0679	1.3454	2.01	0.951
1109	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	10	0.1	0.669	0.648	1.0762	1.3469	2.26	0.946
1110	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	12	0.12	0.821	0.79	1.0931	1.3498	2.77	0.937
1111	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	14	0.14	0.981	0.937	1.1105	1.3529	3.3	0.929
1112	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	16	0.16	1.147	1.088	1.1284	1.356	3.87	0.921
1113	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	18	0.18	1.322	1.244	1.1469	1.3593	4.46	0.915
1114	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	20	0.2	1.506	1.405	1.1659	1.3626	5.09	0.91
1115	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	22	0.22	1.699	1.571	1.1856	1.3661	5.76	0.905
1116	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	24	0.24	1.902	1.744	1.206	1.3696	6.46	0.901
1117	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	26	0.26	2.117	1.922	1.227	1.3733	7.21	0.898
1118	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	28	0.28	2.343	2.106	1.2487	1.3771	8.01	0.895
1119	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	30	0.3	2.582	2.297	1.2712	1.381	8.86	0.892
1120	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	32	0.32	2.835	2.495	1.2944	1.3851	9.76	0.891
1121	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	34	0.34	3.103	2.7	1.3185	1.3893	10.72	0.89
1122	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	36	0.36	3.388	2.913	1.3434	1.3936	11.73	0.89
1123	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	38	0.38	3.692	3.134	1.3692	1.3981	12.81	0.893
1124	Potassium iodide	Potassium iodide		KI	7681-11-0	166.003	40	0.4	4.016	3.364	1.3959	1.4027	13.97	0.897
1125	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	0.5	0.005	0.05	0.05	1.0014	1.3335	0.17	0.999
1126	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	1	0.01	0.1	0.099	1.0045	1.3339	0.33	0.996
1127	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	2	0.02	0.202	0.2	1.0108	1.3349	0.64	0.99
1128	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	3	0.03	0.306	0.302	1.0171	1.3358	0.94	0.986
1129	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	4	0.04	0.412	0.405	1.0234	1.3368	1.22	0.983
1130	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	5	0.05	0.521	0.509	1.0298	1.3377	1.5	0.98
1131	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	6	0.06	0.631	0.615	1.0363	1.3386	1.76	0.977
1132	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	7	0.07	0.744	0.722	1.0428	1.3396	2.02	0.975
1133	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	8	0.08	0.86	0.83	1.0494	1.3405	2.27	0.973
1134	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	9	0.09	0.978	0.94	1.056	1.3415	2.52	0.971
1135	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	10	0.1	1.099	1.051	1.0627	1.3425	2.75	0.97
1136	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	12	0.12	1.349	1.277	1.0762	1.3444		0.97
1137	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	14	0.14	1.61	1.509	1.0899	1.3463		0.972
1138	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	16	0.16	1.884	1.747	1.1039	1.3482		0.976
1139	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	18	0.18	2.171	1.991	1.1181	1.3502		0.982
1140	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	20	0.2	2.473	2.24	1.1326	1.3521		0.99
1141	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	22	0.22	2.79	2.497	1.1473	1.3541		0.999
1142	Potassium nitrate	Potassium nitrate	Saltpeter	KNO3	7757-79-1	101.103	24	0.24	3.123	2.759	1.1623	1.3561		1.01
1143	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	0.5	0.005	0.032	0.032	1.0017		0.11	1.001
1144	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	1	0.01	0.064	0.064	1.0051		0.22	1
1145	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	1.5	0.015	0.096	0.096	1.0085		0.32	0.999
1146	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	2	0.02	0.129	0.128	1.0118		0.43	0.998
1147	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	2.5	0.025	0.162	0.161	1.0152			0.996
1148	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	3	0.03	0.196	0.193	1.0186			0.995
1149	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	3.5	0.035	0.23	0.226	1.022			0.994
1150	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	4	0.04	0.264	0.26	1.0254			0.992
1151	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	4.5	0.045	0.298	0.293	1.0288			0.991
1152	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	5	0.05	0.333	0.327	1.0322			0.989
1153	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	5.5	0.055	0.368	0.36	1.0356			0.987
1154	Potassium permanganate	Potassium permanganate		KMnO4	7722-64-7	158.034	6	0.06	0.404	0.394	1.039			0.985
1155	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	0.5	0.005	0.029	0.029	1.0022	1.3336	0.14	1.006
1156	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	1	0.01	0.058	0.058	1.0062	1.3343	0.26	1.011
1157	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	2	0.02	0.117	0.116	1.0143	1.3355	0.5	1.021
1158	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	2.5	0.025	0.147	0.146	1.0183	1.3362	0.61	1.027
1159	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	3	0.03	0.177	0.176	1.0224	1.3368	0.73	1.033
1160	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	3.5	0.035	0.208	0.206	1.0265	1.3374	0.84	1.039
1161	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	4	0.04	0.239	0.237	1.0306	1.338	0.95	1.045
1162	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	4.5	0.045	0.27	0.267	1.0347	1.3386	1.06	1.051
1163	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	5	0.05	0.302	0.298	1.0388	1.3393	1.17	1.058
1164	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	6	0.06	0.366	0.36	1.047	1.3405		1.072
1165	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	7	0.07	0.432	0.424	1.0553	1.3417		1.087
1166	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	8	0.08	0.499	0.488	1.0637	1.3428		1.102
1167	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	9	0.09	0.568	0.554	1.0721	1.344		1.117
1168	Potassium sulfate	Potassium sulfate	Arcanite	K2SO4	7778-80-5	174.26	10	0.1	0.638	0.62	1.0806	1.3452		1.132
1169	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	1	0.01	0.168	0.166	0.9963	1.3339	0.31	1.051
1170	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	2	0.02	0.34	0.331	0.9946	1.3348	0.61	1.1
1171	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	3	0.03	0.515	0.496	0.9928	1.3357	0.93	1.152
1172	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	4	0.04	0.693	0.66	0.9911	1.3366	1.24	1.208
1173	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	5	0.05	0.876	0.823	0.9896	1.3376	1.57	1.267
1174	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	6	0.06	1.062	0.987	0.9882	1.3385	1.91	1.325
1175	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	7	0.07	1.252	1.149	0.9868	1.3394	2.26	1.387
1176	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	8	0.08	1.447	1.312	0.9855	1.3404	2.61	1.449
1177	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	9	0.09	1.646	1.474	0.9842	1.3414	2.99	1.514
1178	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	10	0.1	1.849	1.635	0.9829	1.3423	3.36	1.577
1179	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	12	0.12	2.269	1.958	0.9804	1.3442	4.09	1.71
1180	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	14	0.14	2.709	2.278	0.9779	1.346	4.91	1.849
1181	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	16	0.16	3.169	2.595	0.9749	1.3477	5.78	1.986
1182	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	18	0.18	3.652	2.911	0.9719	1.3494	6.67	2.106
1183	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	20	0.2	4.16	3.223	0.9686	1.351	7.76	2.218
1184	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	24	0.24	5.254	3.838	0.9612	1.3539	9.12	2.432
1185	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	28	0.28	6.471	4.441	0.9533	1.3566	10.17	2.612
1186	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	32	0.32	7.83	5.033	0.9452	1.3592	10.66	2.765
1187	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	36	0.36	9.359	5.613	0.937	1.3614		2.9
1188	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	40	0.4	11.093	6.182	0.9288	1.3635		3.01
1189	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	60	0.6	24.958	8.86	0.8875	1.3734		3.186
1190	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	80	0.8	66.556	11.275	0.847	1.3812		2.822
1191	1-Propanol	1-Propanol	Propyl alcohol	CH3CH2CH2OH	71-23-8	60.095	100	1		13.368	0.8034	1.3852		2.227
1192	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	1	0.01	0.168	0.166	0.996	1.3338	0.3	1.056
1193	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	2	0.02	0.34	0.331	0.9939	1.3346	0.6	1.112
1194	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	3	0.03	0.515	0.495	0.992	1.3355	0.93	1.166
1195	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	4	0.04	0.693	0.659	0.9902	1.3364	1.26	1.225
1196	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	5	0.05	0.876	0.822	0.9884	1.3373	1.61	1.287
1197	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	6	0.06	1.062	0.985	0.9871	1.3382	1.96	1.352
1198	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	7	0.07	1.252	1.148	0.9855	1.3392	2.32	1.417
1199	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	8	0.08	1.447	1.31	0.9843	1.34	2.68	1.485
1200	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	9	0.09	1.646	1.472	0.9831	1.341	3.06	1.553
1201	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	10	0.1	1.849	1.633	0.9816	1.342	3.48	1.629
1202	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	12	0.12	2.269	1.955	0.9793	1.3439	4.43	1.794
1203	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	14	0.14	2.709	2.276	0.9772	1.3459	5.29	1.97
1204	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	16	0.16	3.169	2.596	0.9751	1.3478	6.36	2.16
1205	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	18	0.18	3.652	2.913	0.9725	1.3496	7.4	2.352
1206	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	20	0.2	4.16	3.227	0.9696	1.3514	8.52	2.55
1207	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	40	0.4	11.093	6.191	0.9302	1.3642		
1208	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	60	0.6	24.958	8.809	0.8824	1.3717		
1209	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	80	0.8	66.556	11.103	0.8341	1.3742		
1210	2-Propanol	2-Propanol	Isopropyl alcohol	CH3CHOHCH3	67-63-0	60.095	100	1		13.058	0.7848	1.3776		
1211	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	0.5	0.005	0.03	0.03	1.0027	1.3336	0.1	1.003
1212	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	1	0.01	0.059	0.059	1.007	1.3342	0.2	1.005
1213	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	2	0.02	0.12	0.12	1.0154	1.3352	0.4	1.009
1214	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	3	0.03	0.182	0.181	1.0239	1.3363	0.59	1.013
1215	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	4	0.04	0.245	0.243	1.0327	1.3374	0.78	1.016
1216	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	5	0.05	0.31	0.307	1.0417	1.3385	0.96	1.02
1217	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	6	0.06	0.376	0.371	1.0506	1.3396	1.15	1.024
1218	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	7	0.07	0.443	0.437	1.0597	1.3407	1.33	1.027
1219	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	8	0.08	0.512	0.503	1.069	1.3419	1.51	1.031
1220	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	9	0.09	0.582	0.571	1.0785	1.3431	1.69	1.035
1221	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	10	0.1	0.654	0.641	1.0882	1.3443	1.87	1.039
1222	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	12	0.12	0.803	0.783	1.1079	1.3467	2.21	1.049
1223	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	14	0.14	0.958	0.93	1.1284	1.3493	2.55	1.06
1224	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	16	0.16	1.121	1.083	1.1496	1.3519	2.86	1.072
1225	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	18	0.18	1.292	1.241	1.1715	1.3546		1.086
1226	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	20	0.2	1.472	1.406	1.1942	1.3574		1.101
1227	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	22	0.22	1.66	1.577	1.2177	1.3602		1.117
1228	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	24	0.24	1.859	1.755	1.242	1.3632		1.135
1229	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	26	0.26	2.068	1.94	1.2672	1.3662		1.154
1230	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	28	0.28	2.289	2.132	1.2933	1.3694		1.176
1231	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	30	0.3	2.523	2.332	1.3204	1.3726		1.2
1232	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	32	0.32	2.77	2.541	1.3487	1.376		1.227
1233	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	34	0.34	3.033	2.758	1.378	1.3795		1.257
1234	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	36	0.36	3.311	2.985	1.4087	1.3832		1.29
1235	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	38	0.38	3.608	3.223	1.4407	1.3871		1.326
1236	Silver nitrate	Silver(I) nitrate		AgNO3	7761-88-8	169.873	40	0.4	3.925	3.472	1.4743	1.3911		1.366
1237	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	0.5	0.005	0.061	0.061	1.0008	1.3337	0.22	1.021
1238	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	1	0.01	0.123	0.122	1.0034	1.3344	0.43	1.04
1239	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	2	0.02	0.249	0.246	1.0085	1.3358	0.88	1.08
1240	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	3	0.03	0.377	0.371	1.0135	1.3372	1.34	1.124
1241	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	4	0.04	0.508	0.497	1.0184	1.3386	1.82	1.171
1242	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	5	0.05	0.642	0.624	1.0234	1.34	2.32	1.222
1243	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	6	0.06	0.778	0.752	1.0283	1.3414	2.85	1.278
1244	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	7	0.07	0.918	0.882	1.0334	1.3428	3.4	1.337
1245	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	8	0.08	1.06	1.013	1.0386	1.3442	3.98	1.401
1246	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	9	0.09	1.206	1.145	1.044	1.3456	4.57	1.468
1247	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	10	0.1	1.354	1.279	1.0495	1.347		1.539
1248	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	12	0.12	1.662	1.552	1.0607	1.3498		1.688
1249	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	14	0.14	1.984	1.829	1.0718	1.3526		1.855
1250	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	16	0.16	2.322	2.112	1.083	1.3554		2.054
1251	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	18	0.18	2.676	2.4	1.094	1.3583		2.284
1252	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	20	0.2	3.047	2.694	1.105	1.3611		2.567
1253	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	22	0.22	3.438	2.993	1.1159	1.3639		2.948
1254	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	24	0.24	3.849	3.297	1.1268	1.3666		3.4
1255	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	26	0.26	4.283	3.606	1.1377	1.3693		3.877
1256	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	28	0.28	4.741	3.921	1.1488	1.372		4.388
1257	Sodium acetate	Sodium acetate		NaC2H3O2	127-09-3	82.034	30	0.3	5.224	4.243	1.1602	1.3748		4.94
1258	Sodium bromide	Sodium bromide		NaBr	7647-15-6	102.894	0.5	0.005	0.049	0.049	1.0021	1.3337	0.17	1.004
1259	Sodium bromide	Sodium bromide		NaBr	7647-15-6	102.894	1	0.01	0.098	0.098	1.006	1.3344	0.34	1.007
1260	Sodium bromide	Sodium bromide		NaBr	7647-15-6	102.894	2	0.02	0.198	0.197	1.0139	1.3358	0.69	1.012
1261	Sodium bromide	Sodium bromide		NaBr	7647-15-6	102.894	3	0.03	0.301	0.298	1.0218	1.3372	1.04	1.017
1262	Sodium bromide	Sodium bromide		NaBr	7647-15-6	102.894	4	0.04	0.405	0.4	1.0298	1.3386	1.39	1.022
1263	Sodium bromide	Sodium bromide		NaBr	7647-15-6	102.894	5	0.05	0.512	0.504	1.038	1.3401	1.76	1.028
1264	Sodium bromide	Sodium bromide		NaBr	7647-15-6	102.894	6	0.06	0.62	0.61	1.0462	1.3415	2.14	1.034
1265	Sodium bromide	Sodium bromide		NaBr	7647-15-6	102.894	7	0.07	0.732	0.717	1.0546	1.343	2.53	1.04
1266	Sodium bromide	Sodium bromide		NaBr	7647-15-6	102.894	8	0.08	0.845	0.826	1.063	1.3445	2.93	1.046
